departure_airport,arrival_airport,departure_datetime,arrival_datetime,flight_number
CHS,FLL,2025-07-11 12:30:00,2025-07-11 14:09:00,B61131
JFK,LAS,2025-07-11 12:30:00,2025-07-11 21:07:00,B6511
BOS,ACK,2025-07-11 12:35:00,2025-07-11 13:29:00,B62352
BQN,JFK,2025-07-11 12:40:00,2025-07-11 16:34:00,B62638
TPA,JFK,2025-07-11 12:43:00,2025-07-11 15:31:00,B61686
BUF,JFK,2025-07-11 12:45:00,2025-07-11 14:09:00,B61901
MCO,ORH,2025-07-11 12:45:00,2025-07-11 15:39:00,B6488
FLL,LGA,2025-07-11 12:45:00,2025-07-11 15:37:00,B6172
LGA,PBI,2025-07-11 12:45:00,2025-07-11 15:39:00,B61461
HPN,MCO,2025-07-11 12:45:00,2025-07-11 15:28:00,B62695
EWR,MCO,2025-07-11 12:45:00,2025-07-11 15:35:00,B6127
RSW,EWR,2025-07-11 12:48:00,2025-07-11 15:39:00,B61912
JAX,BOS,2025-07-11 12:55:00,2025-07-11 15:35:00,B61310
BOS,CHS,2025-07-11 12:55:00,2025-07-11 15:24:00,B6267
SAV,JFK,2025-07-11 12:55:00,2025-07-11 15:00:00,B6142
MCO,RIC,2025-07-11 12:55:00,2025-07-11 15:00:00,B6670
TPA,BOS,2025-07-11 13:00:00,2025-07-11 16:04:00,B6892
PIT,BOS,2025-07-11 13:00:00,2025-07-11 14:39:00,B61286
FLL,LAX,2025-07-11 13:05:00,2025-07-11 21:26:00,B62801
BOS,SAV,2025-07-11 13:05:00,2025-07-11 15:40:00,B6249
MCO,BUF,2025-07-11 13:07:00,2025-07-11 15:48:00,B62686
MCO,JFK,2025-07-11 13:09:00,2025-07-11 15:49:00,B62584
DCA,FLL,2025-07-11 13:10:00,2025-07-11 15:48:00,B6579
BOS,SJU,2025-07-11 13:10:00,2025-07-11 17:15:00,B61235
BOS,PIT,2025-07-11 13:11:00,2025-07-11 14:58:00,B6385
JFK,LAX,2025-07-11 13:14:00,2025-07-11 22:10:00,B61123
PHL,BOS,2025-07-11 13:15:00,2025-07-11 14:40:00,B61160
MVY,BOS,2025-07-11 13:16:00,2025-07-11 14:05:00,B61225
JFK,BUF,2025-07-11 13:25:00,2025-07-11 14:56:00,B62902
DCA,BOS,2025-07-11 13:30:00,2025-07-11 15:05:00,B6554
JFK,ACK,2025-07-11 13:35:00,2025-07-11 14:53:00,B62091
SJU,JFK,2025-07-11 13:35:00,2025-07-11 17:30:00,B6904
EWR,TPA,2025-07-11 13:39:00,2025-07-11 16:29:00,B62273
ACK,DCA,2025-07-11 13:40:00,2025-07-11 15:18:00,B62493
ORD,BOS,2025-07-11 13:40:00,2025-07-11 15:04:00,B6312
SJU,RDU,2025-07-11 13:40:00,2025-07-11 17:20:00,B6404
JFK,TPA,2025-07-11 13:45:00,2025-07-11 16:41:00,B6225
ORH,FLL,2025-07-11 13:45:00,2025-07-11 17:00:00,B62119
RSW,HPN,2025-07-11 13:46:00,2025-07-11 16:44:00,B61552
BOS,LAX,2025-07-11 13:50:00,2025-07-11 23:04:00,B61487
MCO,SJU,2025-07-11 13:50:00,2025-07-11 16:51:00,B6133
LGA,MCO,2025-07-11 13:50:00,2025-07-11 16:40:00,B6499
BUF,BOS,2025-07-11 13:54:00,2025-07-11 15:20:00,B61296
HPN,PBI,2025-07-11 13:55:00,2025-07-11 16:46:00,B61167
JFK,BOS,2025-07-11 13:59:00,2025-07-11 15:15:00,B6418
SYR,MCO,2025-07-11 14:00:00,2025-07-11 16:56:00,B6655
EWR,PBI,2025-07-11 14:00:00,2025-07-11 16:55:00,B62143
CHS,JFK,2025-07-11 14:00:00,2025-07-11 15:59:00,B62474
JFK,JAX,2025-07-11 14:00:00,2025-07-11 16:29:00,B6678
RDU,FLL,2025-07-11 14:03:00,2025-07-11 16:05:00,B62825
FLL,JFK,2025-07-11 14:04:00,2025-07-11 17:00:00,B61902
PBI,PVD,2025-07-11 14:04:00,2025-07-11 16:57:00,B61288
FLL,LGA,2025-07-11 14:12:00,2025-07-11 17:07:00,B6272
RSW,BOS,2025-07-11 14:13:00,2025-07-11 17:23:00,B6266
PBI,JFK,2025-07-11 14:14:00,2025-07-11 16:59:00,B61054
ACK,LGA,2025-07-11 14:15:00,2025-07-11 15:30:00,B6831
BOS,JFK,2025-07-11 14:15:00,2025-07-11 15:32:00,B61017
BOS,DCA,2025-07-11 14:15:00,2025-07-11 15:54:00,B61055
JFK,SJU,2025-07-11 14:15:00,2025-07-11 18:12:00,B6503
MCO,BQN,2025-07-11 14:20:00,2025-07-11 17:09:00,B6730
MVY,JFK,2025-07-11 14:23:00,2025-07-11 15:29:00,B61339
DTW,BOS,2025-07-11 14:25:00,2025-07-11 16:14:00,B61336
SJU,EWR,2025-07-11 14:25:00,2025-07-11 18:34:00,B61890
BOS,BUF,2025-07-11 14:30:00,2025-07-11 16:03:00,B61215
ATL,JFK,2025-07-11 14:36:00,2025-07-11 16:58:00,B61520
ISP,FLL,2025-07-11 14:40:00,2025-07-11 17:37:00,B6513
BOS,MCO,2025-07-11 14:40:00,2025-07-11 17:51:00,B62051
MCO,HPN,2025-07-11 14:40:00,2025-07-11 17:29:00,B6194
PHL,FLL,2025-07-11 14:42:00,2025-07-11 17:33:00,B6429
DCA,BOS,2025-07-11 14:45:00,2025-07-11 16:15:00,B62454
DCA,MCO,2025-07-11 14:45:00,2025-07-11 17:04:00,B61923
BOS,RIC,2025-07-11 14:49:00,2025-07-11 16:37:00,B61281
SJU,MCO,2025-07-11 14:50:00,2025-07-11 17:55:00,B6934
MCO,EWR,2025-07-11 14:55:00,2025-07-11 17:40:00,B62028
JFK,PWM,2025-07-11 15:00:00,2025-07-11 16:23:00,B6508
LAX,BOS,2025-07-11 15:00:00,2025-07-11 17:47:00,B6888
MCO,BOS,2025-07-11 15:00:00,2025-07-11 18:05:00,B6352
BOS,SJU,2025-07-11 15:00:00,2025-07-11 19:04:00,B6261
JFK,MCO,2025-07-11 15:00:00,2025-07-11 17:52:00,B683
MCO,MHT,2025-07-11 15:00:00,2025-07-11 18:00:00,B61144
FLL,BUF,2025-07-11 15:05:00,2025-07-11 17:58:00,B61026
MCO,JFK,2025-07-11 15:09:00,2025-07-11 17:59:00,B6184
JFK,LAX,2025-07-11 15:10:00,2025-07-12 00:10:00,B6423
FLL,SJU,2025-07-11 15:15:00,2025-07-11 17:57:00,B61553
BOS,FLL,2025-07-11 15:25:00,2025-07-11 18:49:00,B62469
PBI,DCA,2025-07-11 15:25:00,2025-07-11 17:48:00,B62334
MCO,LGA,2025-07-11 15:25:00,2025-07-11 18:05:00,B6698
PBI,ISP,2025-07-11 15:30:00,2025-07-11 18:13:00,B6544
JFK,FLL,2025-07-11 15:30:00,2025-07-11 18:33:00,B6501
MCO,PVD,2025-07-11 15:30:00,2025-07-11 18:21:00,B61075
BOS,ACK,2025-07-11 15:32:00,2025-07-11 16:25:00,B61352
BUF,JFK,2025-07-11 15:43:00,2025-07-11 17:14:00,B62901
PIT,BOS,2025-07-11 15:43:00,2025-07-11 17:22:00,B6386
FLL,BOS,2025-07-11 15:45:00,2025-07-11 19:04:00,B670
SJU,STX,2025-07-11 15:46:00,2025-07-11 16:26:00,B62940
ATL,BOS,2025-07-11 15:48:00,2025-07-11 18:24:00,B6896
ACK,JFK,2025-07-11 15:50:00,2025-07-11 17:00:00,B692
SJU,STT,2025-07-11 15:50:00,2025-07-11 16:28:00,B6936
TPA,LGA,2025-07-11 15:52:00,2025-07-11 18:30:00,B648
ISP,MCO,2025-07-11 15:55:00,2025-07-11 18:39:00,B6547
SJU,BOS,2025-07-11 15:55:00,2025-07-11 20:03:00,B6862
RIC,MCO,2025-07-11 15:55:00,2025-07-11 18:00:00,B6969
HPN,RSW,2025-07-11 16:00:00,2025-07-11 18:59:00,B61251
DCA,MVY,2025-07-11 16:05:00,2025-07-11 17:28:00,B61414
RSW,JFK,2025-07-11 16:08:00,2025-07-11 19:00:00,B61530
LGA,ACK,2025-07-11 16:10:00,2025-07-11 17:23:00,B62432
LAX,JFK,2025-07-11 16:10:00,2025-07-11 18:49:00,B6124
CHS,BOS,2025-07-11 16:19:00,2025-07-11 18:41:00,B668
BOS,DCA,2025-07-11 16:20:00,2025-07-11 18:03:00,B6855
TPA,BOS,2025-07-11 16:24:00,2025-07-11 19:34:00,B6592
EWR,FLL,2025-07-11 16:29:00,2025-07-11 19:25:00,B6105
JFK,ACK,2025-07-11 16:30:00,2025-07-11 17:53:00,B62291
LGA,FLL,2025-07-11 16:30:00,2025-07-11 19:36:00,B61371
JFK,BNA,2025-07-11 16:30:00,2025-07-11 19:57:00,B61173
MCO,EWR,2025-07-11 16:30:00,2025-07-11 19:17:00,B6128
ORH,MCO,2025-07-11 16:34:00,2025-07-11 19:40:00,B6487
SAV,BOS,2025-07-11 16:35:00,2025-07-11 18:59:00,B6150
BOS,ORD,2025-07-11 16:40:00,2025-07-11 20:32:00,B6811
FLL,DCA,2025-07-11 16:40:00,2025-07-11 19:12:00,B61680
BOS,SJU,2025-07-11 16:40:00,2025-07-11 20:44:00,B6761
PBI,BOS,2025-07-11 16:42:00,2025-07-11 20:00:00,B622
BUF,MCO,2025-07-11 16:43:00,2025-07-11 19:25:00,B62685
DCA,BOS,2025-07-11 16:44:00,2025-07-11 18:20:00,B61254
BNA,BOS,2025-07-11 16:48:00,2025-07-11 18:25:00,B61806
BOS,MCO,2025-07-11 16:50:00,2025-07-11 20:10:00,B62251
SJU,JFK,2025-07-11 16:50:00,2025-07-11 20:49:00,B61604
MCO,JFK,2025-07-11 16:50:00,2025-07-11 19:39:00,B61084
JFK,ATL,2025-07-11 16:50:00,2025-07-11 19:29:00,B6419
MCO,ALB,2025-07-11 16:52:00,2025-07-11 19:49:00,B6119
BUF,BOS,2025-07-11 16:55:00,2025-07-11 18:25:00,B61216
FLL,JFK,2025-07-11 16:59:00,2025-07-11 19:57:00,B61002
BOS,JFK,2025-07-11 16:59:00,2025-07-11 18:15:00,B6817
LAX,FLL,2025-07-11 17:00:00,2025-07-11 19:23:00,B61700
FLL,SJU,2025-07-11 17:00:00,2025-07-11 19:43:00,B6553
ORD,JFK,2025-07-11 17:06:00,2025-07-11 18:30:00,B6906
ACK,HPN,2025-07-11 17:10:00,2025-07-11 18:14:00,B62665
MCO,SYR,2025-07-11 17:10:00,2025-07-11 20:00:00,B62656
BOS,PBI,2025-07-11 17:10:00,2025-07-11 20:29:00,B62321
LAX,EWR,2025-07-11 17:10:00,2025-07-11 19:40:00,B62074
JFK,TPA,2025-07-11 17:15:00,2025-07-11 20:25:00,B61685
PWM,JFK,2025-07-11 17:19:00,2025-07-11 18:45:00,B6407
SJU,FLL,2025-07-11 17:20:00,2025-07-11 20:01:00,B61754
STX,SJU,2025-07-11 17:23:00,2025-07-11 18:10:00,B62941
STT,SJU,2025-07-11 17:23:00,2025-07-11 18:10:00,B6435
TPA,PVD,2025-07-11 17:24:00,2025-07-11 20:21:00,B61690
JAX,JFK,2025-07-11 17:24:00,2025-07-11 19:44:00,B6677
JFK,FLL,2025-07-11 17:29:00,2025-07-11 20:46:00,B61501
LAX,BOS,2025-07-11 17:30:00,2025-07-11 20:20:00,B6288
FLL,RIC,2025-07-11 17:32:00,2025-07-11 19:48:00,B61992
RIC,BOS,2025-07-11 17:32:00,2025-07-11 19:10:00,B61282
BOS,RDU,2025-07-11 17:35:00,2025-07-11 19:40:00,B62283
MCO,DCA,2025-07-11 17:35:00,2025-07-11 19:55:00,B62324
TPA,JFK,2025-07-11 17:39:00,2025-07-11 20:29:00,B6226
HPN,MCO,2025-07-11 17:40:00,2025-07-11 20:30:00,B6595
JFK,BOS,2025-07-11 17:45:00,2025-07-11 19:13:00,B6318
BOS,LAX,2025-07-11 17:45:00,2025-07-11 02:51:00,B6387
JFK,MVY,2025-07-11 17:45:00,2025-07-11 19:01:00,B61538
PBI,HPN,2025-07-11 17:50:00,2025-07-11 20:49:00,B61168
BOS,SAV,2025-07-11 17:50:00,2025-07-11 20:30:00,B6349
BOS,RSW,2025-07-11 17:55:00,2025-07-11 21:27:00,B62065
JFK,RDU,2025-07-11 17:55:00,2025-07-11 19:48:00,B6285
LGA,MCO,2025-07-11 17:57:00,2025-07-11 20:58:00,B6399
MCO,BUF,2025-07-11 17:59:00,2025-07-11 20:42:00,B61586
JFK,MCO,2025-07-11 17:59:00,2025-07-11 21:05:00,B6883
SJU,JFK,2025-07-11 18:00:00,2025-07-11 22:00:00,B61004
MCO,SJU,2025-07-11 18:00:00,2025-07-11 21:00:00,B61133
PVD,PBI,2025-07-11 18:02:00,2025-07-11 21:11:00,B61287
ACK,BOS,2025-07-11 18:08:00,2025-07-11 19:05:00,B61151
BOS,PHL,2025-07-11 18:10:00,2025-07-11 19:45:00,B62459
JFK,PBI,2025-07-11 18:15:00,2025-07-11 21:21:00,B653
RDU,SJU,2025-07-11 18:15:00,2025-07-11 21:55:00,B61903
BQN,MCO,2025-07-11 18:15:00,2025-07-11 21:09:00,B6229
BOS,PIT,2025-07-11 18:17:00,2025-07-11 20:09:00,B61785
SJU,BOS,2025-07-11 18:25:00,2025-07-11 22:35:00,B61226
MVY,DCA,2025-07-11 18:26:00,2025-07-11 20:00:00,B61413
PBI,DCA,2025-07-11 18:30:00,2025-07-11 21:00:00,B624
JFK,LAS,2025-07-11 18:30:00,2025-07-11 03:14:00,B61211
JFK,SJU,2025-07-11 18:30:00,2025-07-11 22:35:00,B6803
EWR,TPA,2025-07-11 18:38:00,2025-07-11 21:40:00,B6873
LAX,JFK,2025-07-11 18:40:00,2025-07-11 21:23:00,B6524
JFK,CHS,2025-07-11 18:44:00,2025-07-11 21:04:00,B62473
DCA,BOS,2025-07-11 18:45:00,2025-07-11 20:20:00,B61354
FLL,PVD,2025-07-11 18:47:00,2025-07-11 21:52:00,B61196
BUF,FLL,2025-07-11 18:55:00,2025-07-11 21:57:00,B61027
LGA,FLL,2025-07-11 18:55:00,2025-07-11 22:07:00,B6471
MCO,BOS,2025-07-11 18:55:00,2025-07-11 22:05:00,B62052
HPN,ACK,2025-07-11 18:59:00,2025-07-11 20:07:00,B62666
MCO,LGA,2025-07-11 18:59:00,2025-07-11 21:48:00,B61098
DCA,ACK,2025-07-11 19:00:00,2025-07-11 20:26:00,B62494
BOS,TPA,2025-07-11 19:00:00,2025-07-11 22:34:00,B6391
JFK,LAX,2025-07-11 19:00:00,2025-07-11 04:11:00,B61023
BOS,BUF,2025-07-11 19:05:00,2025-07-11 20:44:00,B61115
HPN,MCO,2025-07-11 19:05:00,2025-07-11 21:59:00,B6495
MHT,MCO,2025-07-11 19:05:00,2025-07-11 22:23:00,B61143
LAS,JFK,2025-07-11 19:10:00,2025-07-11 21:35:00,B6448
BOS,DCA,2025-07-11 19:15:00,2025-07-11 21:05:00,B61355
ACK,JFK,2025-07-11 19:19:00,2025-07-11 20:30:00,B6192
BOS,BNA,2025-07-11 19:19:00,2025-07-11 23:22:00,B6507
ISP,PBI,2025-07-11 19:20:00,2025-07-11 22:10:00,B6545
BOS,MCO,2025-07-11 19:20:00,2025-07-11 22:49:00,B6451
FLL,PHL,2025-07-11 19:28:00,2025-07-11 22:25:00,B62022
JFK,BOS,2025-07-11 19:30:00,2025-07-11 20:59:00,B6618
LAX,JFK,2025-07-11 19:30:00,2025-07-11 22:15:00,B6424
LGA,MCO,2025-07-11 19:30:00,2025-07-11 22:37:00,B6699
JFK,SAV,2025-07-11 19:31:00,2025-07-11 22:02:00,B6341
MCO,HPN,2025-07-11 19:34:00,2025-07-11 22:29:00,B61694
BOS,DTW,2025-07-11 19:36:00,2025-07-11 21:52:00,B61237
SJU,TPA,2025-07-11 19:43:00,2025-07-11 22:44:00,B61752
PVD,TPA,2025-07-11 19:45:00,2025-07-11 22:56:00,B61689
FLL,DCA,2025-07-11 19:45:00,2025-07-11 22:17:00,B61880
EWR,SJU,2025-07-11 19:45:00,2025-07-10 23:46:00,B61289
SJU,MCO,2025-07-11 19:45:00,2025-07-11 22:50:00,B62134
BOS,PIT,2025-07-11 19:50:00,2025-07-11 21:49:00,B62185
BOS,JAX,2025-07-11 19:50:00,2025-07-11 22:52:00,B6509
LAX,EWR,2025-07-11 19:50:00,2025-07-11 22:20:00,B61874
BOS,ATL,2025-07-11 19:56:00,2025-07-11 22:59:00,B61317
MVY,JFK,2025-07-11 19:57:00,2025-07-11 21:05:00,B61539
BOS,RDU,2025-07-11 19:59:00,2025-07-11 22:10:00,B62783
JFK,LAX,2025-07-11 19:59:00,2025-07-11 05:18:00,B61523
JFK,RSW,2025-07-11 19:59:00,2025-07-10 23:21:00,B62129
RSW,HPN,2025-07-11 20:00:00,2025-07-10 23:01:00,B61252
MCO,EWR,2025-07-11 20:02:00,2025-07-11 22:59:00,B61728
LAX,FLL,2025-07-11 20:03:00,2025-07-11 22:26:00,B6100
BOS,JFK,2025-07-11 20:05:00,2025-07-11 21:30:00,B61417
EWR,MCO,2025-07-11 20:07:00,2025-07-10 23:04:00,B61727
DCA,FLL,2025-07-11 20:10:00,2025-07-11 22:52:00,B61579
BOS,SYR,2025-07-11 20:14:00,2025-07-11 21:38:00,B6845
JFK,BUF,2025-07-11 20:15:00,2025-07-11 22:00:00,B61202
FLL,LGA,2025-07-11 20:15:00,2025-07-10 23:09:00,B6472
BOS,CHS,2025-07-11 20:15:00,2025-07-11 22:50:00,B62467
MCO,BOS,2025-07-11 20:20:00,2025-07-11 00:38:00,B61152
BOS,LAS,2025-07-11 20:20:00,2025-07-11 05:11:00,B6777
FLL,BOS,2025-07-11 20:26:00,2025-07-10 23:46:00,B6170
LAS,FLL,2025-07-11 20:27:00,2025-07-11 22:35:00,B61708
FLL,JFK,2025-07-11 20:28:00,2025-07-10 23:30:00,B61802
BOS,FLL,2025-07-11 20:29:00,2025-07-11 00:00:00,B669
JFK,MCO,2025-07-11 20:29:00,2025-07-10 23:40:00,B6483
ATL,JFK,2025-07-11 20:30:00,2025-07-11 22:59:00,B6520
RDU,BOS,2025-07-11 20:35:00,2025-07-11 22:40:00,B62184
MCO,RIC,2025-07-11 20:35:00,2025-07-11 22:40:00,B6770
SJU,HPN,2025-07-11 20:38:00,2025-07-11 00:30:00,B62602
PHL,BOS,2025-07-11 20:40:00,2025-07-11 22:14:00,B6560
RIC,FLL,2025-07-11 20:43:00,2025-07-11 22:59:00,B61991
LAX,BOS,2025-07-11 20:44:00,2025-07-10 23:26:00,B61388
MCO,SJU,2025-07-11 20:44:00,2025-07-11 00:33:00,B6433
FLL,LAX,2025-07-11 20:45:00,2025-07-11 05:10:00,B6101
DCA,BOS,2025-07-11 20:45:00,2025-07-11 22:26:00,B62954
RDU,JFK,2025-07-11 20:45:00,2025-07-11 22:30:00,B686
PBI,LGA,2025-07-11 20:46:00,2025-07-10 23:30:00,B61962
EWR,LAX,2025-07-11 20:50:00,2025-07-11 05:55:00,B61873
ALB,MCO,2025-07-11 20:52:00,2025-07-11 01:45:00,B6120
BNA,JFK,2025-07-11 20:52:00,2025-07-11 22:15:00,B61174
ACK,BOS,2025-07-11 20:55:00,2025-07-11 21:51:00,B61351
FLL,SJU,2025-07-11 20:55:00,2025-07-10 23:34:00,B61453
FLL,EWR,2025-07-11 20:56:00,2025-07-11 00:00:00,B6106
JFK,JAX,2025-07-11 20:59:00,2025-07-10 23:51:00,B61677
DCA,PBI,2025-07-11 21:00:00,2025-07-10 23:38:00,B623
PIT,BOS,2025-07-11 21:04:00,2025-07-11 22:48:00,B61786
SYR,MCO,2025-07-11 21:05:00,2025-07-11 00:01:00,B62655
SJU,JFK,2025-07-11 21:05:00,2025-07-11 01:16:00,B6304
MCO,JFK,2025-07-11 21:05:00,2025-07-11 00:01:00,B61284
SJU,DCA,2025-07-11 21:05:00,2025-07-11 00:59:00,B61348
JFK,FLL,2025-07-11 21:10:00,2025-07-11 00:34:00,B62201
BOS,DCA,2025-07-11 21:15:00,2025-07-10 23:03:00,B61955
PVD,MCO,2025-07-11 21:16:00,2025-07-11 00:17:00,B62876
LAX,JFK,2025-07-11 21:21:00,2025-07-11 00:00:00,B6324
FLL,DCA,2025-07-11 21:25:00,2025-07-10 23:59:00,B62080
SAV,BOS,2025-07-11 21:25:00,2025-07-11 00:00:00,B6250
BOS,ATL,2025-07-11 21:25:00,2025-07-11 00:28:00,B6697
BOS,LAX,2025-07-11 21:25:00,2025-07-11 06:59:00,B6187
ACK,HPN,2025-07-11 21:26:00,2025-07-11 22:30:00,B62122
ORD,BOS,2025-07-11 21:27:00,2025-07-11 22:59:00,B61012
BUF,BOS,2025-07-11 21:30:00,2025-07-11 22:59:00,B6516
JFK,MCO,2025-07-11 21:30:00,2025-07-11 00:42:00,B6283
MCO,DCA,2025-07-11 21:38:00,2025-07-10 23:59:00,B62424
PBI,BOS,2025-07-11 21:40:00,2025-07-11 00:49:00,B62322
TPA,LGA,2025-07-11 21:41:00,2025-07-11 00:33:00,B61248
BUF,LAX,2025-07-11 21:42:00,2025-07-11 05:56:00,B6491
JFK,TPA,2025-07-11 21:50:00,2025-07-11 01:05:00,B62725
JFK,PBI,2025-07-11 21:50:00,2025-07-11 00:56:00,B61053
DCA,BOS,2025-07-11 21:50:00,2025-07-10 23:28:00,B62754
SJU,BOS,2025-07-11 21:54:00,2025-07-11 02:23:00,B6462
SJU,FLL,2025-07-11 21:55:00,2025-07-11 00:34:00,B6992
HPN,PBI,2025-07-11 21:55:00,2025-07-11 00:49:00,B61567
DCA,MCO,2025-07-11 21:55:00,2025-07-11 00:19:00,B62523
MCO,LGA,2025-07-11 21:55:00,2025-07-11 00:46:00,B6798
TPA,EWR,2025-07-11 21:59:00,2025-07-11 01:00:00,B6874
FLL,JFK,2025-07-11 21:59:00,2025-07-11 00:59:00,B6602
CHS,JFK,2025-07-11 21:59:00,2025-07-11 00:05:00,B61274
JFK,LAX,2025-07-11 21:59:00,2025-07-11 07:19:00,B6823
FLL,BQN,2025-07-11 22:00:00,2025-07-11 00:33:00,B62071
MCO,JFK,2025-07-11 22:00:00,2025-07-11 00:54:00,B62984
PBI,HPN,2025-07-11 22:10:00,2025-07-11 01:03:00,B61468
LAX,BOS,2025-07-11 22:10:00,2025-07-11 00:53:00,B6188
LAX,JFK,2025-07-11 22:10:00,2025-07-11 00:56:00,B6224
LAS,JFK,2025-07-11 22:17:00,2025-07-11 00:29:00,B6348
JFK,SJU,2025-07-11 22:20:00,2025-07-11 02:41:00,B62903
MCO,PVD,2025-07-11 22:20:00,2025-07-11 01:19:00,B62875
JFK,BOS,2025-07-11 22:25:00,2025-07-10 23:59:00,B6818
FLL,BUF,2025-07-11 22:27:00,2025-07-11 01:30:00,B62466
TPA,HPN,2025-07-11 22:35:00,2025-07-11 01:32:00,B6548
RSW,BOS,2025-07-11 22:35:00,2025-07-11 01:50:00,B62066
LAX,FLL,2025-07-11 22:38:00,2025-07-11 01:00:00,B61200
BOS,BUF,2025-07-11 22:39:00,2025-07-11 00:14:00,B6715
PBI,JFK,2025-07-11 22:40:00,2025-07-11 01:24:00,B61154
BOS,JFK,2025-07-11 22:40:00,2025-07-11 00:04:00,B6317
PIT,BOS,2025-07-11 22:45:00,2025-07-11 00:28:00,B62186
PVD,FLL,2025-07-11 22:47:00,2025-07-11 01:59:00,B61197
DTW,BOS,2025-07-11 22:47:00,2025-07-11 00:41:00,B61136
LGA,FLL,2025-07-11 22:49:00,2025-07-11 01:59:00,B6571
SJU,MCO,2025-07-11 22:50:00,2025-07-11 01:53:00,B61134
JFK,LAS,2025-07-11 22:54:00,2025-07-11 07:49:00,B6711
BUF,JFK,2025-07-11 22:55:00,2025-07-11 00:29:00,B6201
BOS,TPA,2025-07-11 22:55:00,2025-07-11 02:18:00,B6591
FLL,HPN,2025-07-11 22:59:00,2025-07-11 02:00:00,B6914
SAV,JFK,2025-07-11 22:59:00,2025-07-11 01:09:00,B6342
SJU,PVD,2025-07-11 22:59:00,2025-07-11 02:51:00,B6526
FLL,EWR,2025-07-11 23:00:00,2025-07-12 02:00:00,B6706
EWR,PBI,2025-07-11 23:00:00,2025-07-12 02:05:00,B6143
JFK,BNA,2025-07-11 23:00:00,2025-07-12 02:47:00,B6473
RDU,BOS,2025-07-11 23:05:00,2025-07-12 01:08:00,B61484
PBI,EWR,2025-07-11 23:06:00,2025-07-12 02:00:00,B6144
JFK,PSE,2025-07-11 23:06:00,2025-07-12 03:19:00,B6745
MCO,JFK,2025-07-11 23:08:00,2025-07-12 02:02:00,B6884
FLL,BOS,2025-07-11 23:10:00,2025-07-12 02:29:00,B6470
BOS,PBI,2025-07-11 23:10:00,2025-07-12 02:23:00,B62421
DCA,FLL,2025-07-11 23:12:00,2025-07-12 01:49:00,B61979
FLL,LGA,2025-07-11 23:18:00,2025-07-12 02:14:00,B6572
SJU,FLL,2025-07-11 23:20:00,2025-07-12 01:59:00,B6954
PHL,FLL,2025-07-11 23:20:00,2025-07-12 02:17:00,B6217
LAX,JFK,2025-07-11 23:20:00,2025-07-11 01:59:00,B6624
TPA,BOS,2025-07-11 23:29:00,2025-07-12 02:39:00,B6392
JFK,RDU,2025-07-11 23:29:00,2025-07-12 01:28:00,B6185
FLL,ALB,2025-07-11 23:30:00,2025-07-12 02:37:00,B688
JFK,ORD,2025-07-11 23:30:00,2025-07-12 03:28:00,B6405
FLL,SJU,2025-07-11 23:30:00,2025-07-12 02:12:00,B61245
EWR,LAX,2025-07-11 23:30:00,2025-07-12 08:33:00,B62073
BOS,RSW,2025-07-11 23:35:00,2025-07-12 02:59:00,B6265
HPN,MCO,2025-07-11 23:35:00,2025-07-12 02:18:00,B6195
RIC,MCO,2025-07-11 23:35:00,2025-07-12 01:40:00,B6769
FLL,LAS,2025-07-11 23:36:00,2025-07-12 07:39:00,B6607
BOS,FLL,2025-07-11 23:40:00,2025-07-12 03:08:00,B6369
BOS,MCO,2025-07-11 23:40:00,2025-07-12 02:58:00,B6251
JFK,SJU,2025-07-11 23:40:00,2025-07-12 03:54:00,B6903
BOS,DTW,2025-07-11 23:43:00,2025-07-12 01:57:00,B61337
MCO,BOS,2025-07-11 23:45:00,2025-07-12 02:55:00,B61952
BOS,SJU,2025-07-11 23:45:00,2025-07-12 03:49:00,B6561
MCO,HPN,2025-07-11 23:45:00,2025-07-12 02:42:00,B61294
JAX,BOS,2025-07-11 23:49:00,2025-07-12 02:30:00,B6810
TPA,SJU,2025-07-11 23:50:00,2025-07-12 02:54:00,B61751
FLL,JFK,2025-07-11 23:50:00,2025-07-12 02:46:00,B62102
SJU,TPA,2025-07-11 23:55:00,2025-07-12 02:55:00,B62752
FLL,RIC,2025-07-11 23:55:00,2025-07-12 02:16:00,B61146
ATL,BOS,2025-07-11 23:55:00,2025-07-12 02:38:00,B61308
CHS,BOS,2025-07-11 23:55:00,2025-07-12 02:18:00,B62468
BOS,RIC,2025-07-11 23:55:00,2025-07-12 01:47:00,B6381
JFK,ATL,2025-07-11 23:55:00,2025-07-12 02:40:00,B6719
LGA,PBI,2025-07-11 23:59:00,2025-07-12 02:59:00,B61761
BOS,BNA,2025-07-11 23:59:00,2025-07-12 03:51:00,B6907
MCO,EWR,2025-07-11 23:59:00,2025-07-12 02:48:00,B62128
HPN,FLL,2025-07-12 00:00:00,2025-07-12 02:59:00,B6613
EWR,MCO,2025-07-12 00:00:00,2025-07-12 02:57:00,B61827
MCO,JFK,2025-07-12 00:05:00,2025-07-12 02:59:00,B6384
MCO,BQN,2025-07-12 00:05:00,2025-07-12 02:59:00,B6430
JFK,LAX,2025-07-12 00:10:00,2025-07-12 09:29:00,B61223
BNA,BOS,2025-07-12 00:17:00,2025-07-12 01:54:00,B6506
LAX,JFK,2025-07-12 00:18:00,2025-07-11 02:59:00,B6924
LGA,TPA,2025-07-12 00:20:00,2025-07-12 03:10:00,B647
